"Time","0Interest","1Cliche","2Dumb","3Wtf","4Funny"
"1158","72","1","1","1","1"
"1160","72","1","1","1","1"
"1162","72","1","1","1","8"
"1164","72","1","1","1","8"
"1166","72","1","1","1","8"
"1168","72","1","1","1","8"
"1170","72","1","1","1","1"
"1172","72","1","1","1","1"
"1174","72","1","1","1","1"
"1176","72","1","1","1","1"
"1178","72","1","1","1","1"
"1180","72","1","1","1","1"
"1182","72","1","1","1","1"
"1184","72","1","1","1","1"
"1186","72","1","1","1","1"
"1188","72","1","1","1","1"
"1190","72","1","1","1","1"
"1192","72","1","1","1","1"
"1194","72","1","1","1","1"
"1196","72","1","1","1","1"
"1198","72","1","1","1","1"
"1200","72","1","1","1","1"
"1202","72","1","1","1","1"
"1204","72","1","1","1","1"
"1206","72","1","1","1","1"
"1208","72","1","1","1","1"
"1210","72","1","1","1","1"
"1212","72","1","1","1","1"
"1214","72","1","1","1","1"
"1216","72","1","1","1","1"
"1218","72","1","1","1","1"
"1220","72","1","1","1","1"
"1222","72","1","1","1","1"
"1224","72","1","1","1","1"
"1226","72","1","1","1","1"
"1228","72","1","1","1","1"
"1230","72","1","1","1","1"
"1232","72","1","1","1","1"
"1234","72","1","1","1","1"
"1236","72","1","1","1","1"
"1238","72","1","1","1","1"
"1240","72","1","1","1","1"
"1242","72","1","1","1","1"
"1244","72","1","1","1","1"
"1246","72","1","1","1","1"
"1248","72","1","1","1","1"
"1250","72","1","1","1","1"
"1252","72","1","1","1","1"
"1254","72","1","1","1","1"
"1256","72","1","1","1","1"
"1258","72","1","1","1","1"
"1260","72","1","1","1","1"
"1262","72","1","1","1","1"
"1264","72","1","1","1","1"
"1266","72","1","1","1","1"
"1268","72","1","1","1","1"
"1270","72","1","1","1","1"
"1272","72","1","1","1","1"
"1274","72","1","1","1","1"
"1276","72","1","1","1","1"
"1278","72","1","1","1","1"
"1280","72","1","1","1","1"
"1282","72","1","1","1","1"
"1284","72","1","1","1","1"
"1286","72","1","1","1","1"
"1288","72","1","1","1","1"
"1290","72","1","1","1","1"
"1292","72","1","1","1","1"
"1294","72","1","1","1","1"
"1296","72","1","1","1","1"
"1298","72","1","1","1","1"
"1300","72","1","1","1","1"
"1302","72","1","1","1","1"
"1304","72","1","1","1","1"
"1306","72","1","1","1","1"
"1308","72","1","1","1","1"
"1310","72","1","1","1","1"
"1312","72","1","1","1","1"
"1314","72","1","1","1","1"
"1316","66","1","1","1","1"
"1318","66","1","1","1","1"
"1320","66","1","1","1","1"
"1322","66","1","1","1","1"
"1324","66","1","1","1","1"
"1326","66","1","1","1","1"
"1328","66","1","1","1","1"
"1330","66","1","1","1","1"
"1332","66","1","1","1","1"
"1334","68","1","1","1","1"
"1336","72","1","1","1","1"
"1338","72","1","1","1","1"
"1340","72","1","1","1","1"
"1342","72","1","1","1","1"
"1344","72","1","1","1","1"
"1346","72","1","1","1","1"
"1348","72","1","1","1","1"
"1350","72","1","1","1","1"
"1352","72","1","1","1","1"
"1354","72","1","1","1","1"
"1356","72","1","1","1","1"
"1358","72","1","1","1","1"
"1360","72","1","1","1","1"
"1362","72","1","1","1","1"
"1364","72","1","1","1","1"
"1366","72","1","1","1","1"
"1368","72","1","1","1","1"
"1370","72","1","1","1","1"
"1372","72","1","1","1","1"
"1374","72","1","1","1","1"
"1376","72","1","1","1","1"
"1378","72","1","1","1","1"
"1380","72","1","1","1","1"
"1382","72","1","1","1","1"
"1384","72","1","1","1","1"
"1386","72","1","1","1","1"
"1388","72","1","1","1","1"
"1390","68","1","1","1","1"
"1392","68","1","1","1","1"
"1394","68","1","1","1","1"
"1396","68","1","1","1","1"
"1398","68","1","1","1","1"
"1400","68","1","1","1","1"
"1402","68","1","1","1","1"
"1404","68","1","1","1","1"
"1406","68","1","1","1","1"
"1408","68","1","1","1","1"
"1410","68","1","1","1","1"
"1412","68","1","1","1","1"
"1414","68","1","1","1","1"
"1416","68","1","1","1","1"
"1418","68","1","1","1","1"
"1420","68","1","1","1","1"
"1422","68","1","1","1","1"
"1424","72","1","1","1","1"
"1426","72","1","1","1","1"
"1428","72","1","1","1","1"
"1430","72","1","1","1","1"
"1432","72","1","1","1","1"
"1434","72","1","1","1","1"
