"Time","0Interest","1Cliche","2Funny","3Dumb","4Wtf"
"1910","64","0","0","0","8"
"1912","64","0","0","0","8"
"1914","64","0","0","0","8"
"1916","64","0","0","0","8"
"1918","64","0","0","0","8"
"1920","64","0","0","0","8"
"1922","64","0","0","0","8"
"1924","64","0","0","0","14"
"1926","64","0","0","0","16"
"1928","64","0","0","0","16"
"1930","64","0","0","0","16"
"1932","64","0","0","0","16"
"1934","64","0","0","0","16"
"1936","64","0","0","0","16"
"1938","64","0","0","0","16"
"1940","64","0","0","0","16"
"1942","64","0","0","0","16"
"1944","64","0","0","0","16"
"1946","64","0","0","0","16"
"1948","64","0","0","0","16"
"1950","64","0","0","0","0"
"1952","58","0","0","0","0"
"1954","58","0","0","0","0"
"1956","58","0","0","0","0"
"1958","58","0","0","0","0"
"1960","58","0","0","0","0"
"1962","58","0","0","0","0"
"1964","58","0","0","0","0"
"1966","58","0","0","0","0"
"1968","58","0","0","0","0"
"1970","58","0","0","0","0"
"1972","58","0","0","0","0"
"1974","58","0","0","0","0"
"1976","58","0","0","0","0"
"1978","58","0","0","0","0"
"1980","58","0","0","0","0"
"1982","58","0","0","0","0"
"1984","58","0","0","0","0"
"1986","58","0","0","0","0"
"1988","58","0","0","0","0"
"1990","58","0","0","0","0"
"1992","58","0","0","0","0"
"1994","58","0","0","0","0"
"1996","58","0","0","0","0"
"1998","58","0","0","0","0"
"2000","58","0","0","0","0"
"2002","58","0","0","0","0"
"2004","58","0","0","0","0"
"2006","58","0","0","0","0"
"2008","58","0","0","0","0"
"2010","58","0","0","0","0"
"2012","58","0","0","0","0"
"2014","58","0","0","0","0"
"2016","58","0","0","0","0"
"2018","58","0","0","0","0"
"2020","58","0","0","0","0"
"2022","58","0","0","0","0"
"2024","58","0","0","0","0"
"2026","58","0","0","0","0"
"2028","58","0","0","0","0"
"2030","58","0","0","0","0"
"2032","58","0","0","0","0"
"2034","58","0","0","0","0"
"2036","58","0","0","0","0"
"2038","58","0","0","0","0"
"2040","58","0","0","0","0"
"2042","58","0","0","0","0"
"2044","58","0","0","0","0"
"2046","58","0","0","0","0"
"2048","58","0","0","0","0"
"2050","58","0","0","0","0"
"2052","58","0","0","0","0"
"2054","58","0","0","0","0"
"2056","58","0","0","0","0"
"2058","58","0","0","0","0"
"2060","58","0","0","0","0"
"2062","58","0","0","0","0"
"2064","58","0","0","0","0"
"2066","58","0","0","0","0"
"2068","58","0","0","0","0"
"2070","58","0","0","0","0"
"2072","58","0","0","0","0"
"2074","58","0","0","0","0"
"2076","58","0","0","0","0"
"2078","58","0","0","0","0"
"2080","58","0","0","0","0"
"2082","58","0","0","0","0"
"2084","58","0","0","0","0"
"2086","58","0","0","0","0"
"2088","58","0","0","0","0"
"2090","58","0","0","0","0"
"2092","58","0","0","0","0"
"2094","58","0","0","0","0"
"2096","58","0","0","0","0"
"2098","58","0","0","0","0"
"2100","58","0","0","0","0"
"2102","58","0","0","0","0"
"2104","58","0","0","0","0"
"2106","58","0","0","0","0"
"2108","58","0","0","0","0"
"2110","58","0","0","0","0"
"2112","58","0","0","0","0"
"2114","58","0","0","0","0"
"2116","58","0","0","0","0"
"2118","62","0","0","0","0"
"2120","62","0","0","0","0"
"2122","62","0","0","0","0"
"2124","62","0","0","0","0"
"2126","62","0","0","0","0"
"2128","62","0","0","0","0"
"2130","62","0","0","0","0"
"2132","62","0","0","0","0"
"2134","62","0","0","0","0"
"2136","62","0","0","0","0"
"2138","62","0","0","0","0"
"2140","74","0","0","0","0"
"2142","74","0","0","0","0"
"2144","74","0","0","0","0"
"2146","74","0","0","0","0"
"2148","74","0","0","0","0"
"2150","74","0","0","0","0"
"2152","74","0","0","0","0"
"2154","74","0","0","0","0"
"2156","74","0","0","0","0"
"2158","74","0","0","0","0"
"2160","74","0","0","0","0"
"2162","74","0","0","0","0"
"2164","74","0","0","0","0"
"2166","74","0","0","0","0"
"2168","74","0","0","0","0"
"2170","74","0","0","0","0"
"2172","74","0","0","0","0"
"2174","74","0","0","0","0"
"2176","74","0","0","0","0"
"2178","74","0","0","0","0"
"2180","74","0","0","0","0"
"2182","74","0","0","0","0"
"2184","74","0","0","0","0"
"2186","74","0","0","0","0"
"2188","74","0","0","0","0"
"2190","74","0","0","0","0"
"2192","74","0","0","0","0"
"2194","74","0","0","0","0"
"2196","74","0","0","0","0"
"2198","74","0","0","0","0"
"2200","74","0","0","0","0"
"2202","74","0","0","0","0"
"2204","74","0","0","0","0"
"2206","74","0","0","0","0"
"2208","74","0","0","0","0"
"2210","74","0","0","0","0"
"2212","74","0","0","0","0"
"2214","74","0","0","0","0"
"2216","74","0","0","0","0"
"2218","74","0","0","0","0"
"2220","74","0","0","0","0"
"2222","74","0","0","0","0"
"2224","74","0","0","0","0"
"2226","74","0","0","0","0"
"2228","74","0","0","0","0"
"2230","74","0","0","0","0"
"2232","74","0","0","0","0"
"2234","74","0","0","0","0"
"2236","74","0","0","0","0"
"2238","74","0","14","0","0"
"2240","74","0","14","0","0"
"2242","74","0","14","0","0"
"2244","74","0","14","0","0"
"2246","74","0","2","0","0"
"2248","74","0","0","0","0"
"2250","74","0","0","0","0"
"2252","74","0","0","0","0"
"2254","74","0","0","0","0"
"2256","74","0","0","0","0"
"2258","74","0","0","0","0"
"2260","64","0","0","0","0"
"2262","64","0","0","0","0"
"2264","64","0","0","0","0"
"2266","64","0","0","0","0"
"2268","64","0","0","0","0"
"2270","64","0","0","0","0"
"2272","64","0","0","0","0"
"2274","64","0","0","0","0"
"2276","64","0","0","0","0"
"2278","64","0","0","0","0"
"2280","64","0","0","0","0"
"2282","64","0","0","0","0"
"2284","64","0","0","0","0"
"2286","64","0","0","0","0"
"2288","64","0","0","0","0"
"2290","64","0","0","0","0"
"2292","64","0","0","0","0"
"2294","64","0","0","0","0"
"2296","64","0","0","0","0"
"2298","64","0","0","0","0"
"2300","64","0","0","0","0"
"2302","64","0","0","0","0"
"2304","64","0","0","0","0"
"2306","64","0","0","0","0"
"2308","64","0","0","0","0"
"2310","64","0","0","0","0"
"2312","64","0","0","0","0"
"2314","58","0","0","0","0"
"2316","58","0","0","0","0"
"2318","58","0","0","0","0"
"2320","58","0","0","0","0"
"2322","58","0","0","0","0"
"2324","58","0","0","0","0"
"2326","58","0","0","0","0"
"2328","58","0","0","0","0"
"2330","58","0","0","0","0"
"2332","58","0","0","0","0"
"2334","58","0","0","0","0"
"2336","58","0","0","0","0"
"2338","58","0","0","0","0"
"2340","58","0","0","0","0"
"2342","58","0","0","0","0"
"2344","58","0","0","0","0"
"2346","58","0","0","0","0"
"2348","58","0","0","0","0"
"2350","62","0","0","0","0"
"2352","62","0","0","0","0"
"2354","62","0","0","0","0"
"2356","62","0","0","0","0"
"2358","62","0","0","0","0"
"2360","62","0","0","0","0"
"2362","62","0","0","0","0"
"2364","62","0","0","0","0"
"2366","62","0","0","0","0"
"2368","62","0","0","0","0"
"2370","62","0","0","0","0"
"2372","62","0","0","0","0"
"2374","62","0","0","0","0"
"2376","62","0","0","0","0"
"2378","62","0","0","0","0"
"2380","62","0","0","0","0"
"2382","62","0","0","0","0"
"2384","62","0","0","0","0"
"2386","62","0","0","0","0"
"2388","62","0","0","0","0"
"2390","62","0","0","0","0"
"2392","62","0","0","0","0"
"2394","62","0","0","0","0"
"2396","62","0","0","0","0"
"2398","62","0","0","0","0"
"2400","62","0","0","0","0"
"2402","62","0","0","0","0"
"2404","62","0","0","0","0"
"2406","62","0","0","0","0"
"2408","62","0","0","0","0"
"2410","62","0","0","0","0"
"2412","62","0","0","0","0"
"2414","62","0","0","0","0"
"2416","62","0","0","0","0"
"2418","62","0","0","0","0"
"2420","62","0","0","0","0"
"2422","62","0","0","0","0"
"2424","62","0","0","0","0"
"2426","62","0","0","0","0"
"2428","62","0","0","0","0"
"2430","62","0","0","0","0"
"2432","62","0","0","0","0"
"2434","62","0","0","0","0"
"2436","62","0","0","0","0"
"2438","62","0","0","0","0"
"2440","62","0","0","0","0"
"2442","62","0","0","0","0"
"2444","62","0","0","0","0"
"2446","62","0","0","0","0"
"2448","62","0","0","0","0"
"2450","62","0","0","0","0"
"2452","62","0","0","0","0"
"2454","62","0","0","0","0"
"2456","62","0","0","0","0"
"2458","62","0","0","0","0"
"2460","62","0","0","0","0"
"2462","62","0","0","0","0"
"2464","62","0","0","0","0"
"2466","62","0","0","0","0"
"2468","64","0","0","0","0"
"2470","64","0","0","0","0"
"2472","64","0","0","0","0"
"2474","64","0","0","0","0"
"2476","64","0","0","0","0"
"2478","64","0","0","0","0"
"2480","64","0","0","0","0"
"2482","64","0","0","0","0"
"2484","64","0","0","0","0"
"2486","64","0","0","0","0"
"2488","64","0","0","0","0"
"2490","64","0","0","0","0"
"2492","64","0","0","0","0"
"2494","64","0","0","0","0"
"2496","64","0","0","0","0"
"2498","64","0","0","0","0"
"2500","64","0","0","0","0"
"2502","64","0","0","0","0"
"2504","64","0","0","0","0"
"2506","64","0","0","0","0"
"2508","64","0","0","0","0"
"2510","64","0","0","0","0"
"2512","64","0","0","0","0"
"2514","64","0","0","0","0"
"2516","64","0","0","0","0"
"2518","64","0","0","0","0"
"2520","64","0","0","0","0"
"2522","64","0","0","0","0"
"2524","64","0","0","0","0"
"2526","64","0","0","0","0"
"2528","64","0","0","0","0"
"2530","64","0","0","0","0"
"2532","64","0","0","0","0"
"2534","64","0","0","0","0"
"2536","64","0","0","0","0"
"2538","64","0","0","0","0"
"2540","64","0","0","0","0"
"2542","64","0","0","0","0"
"2544","64","0","0","0","0"
"2546","64","0","0","0","0"
"2548","64","0","0","0","0"
"2550","64","0","0","0","0"
"2552","64","0","0","0","0"
"2554","64","0","0","0","0"
"2556","64","0","0","0","0"
"2558","64","0","0","0","0"
"2560","64","0","0","0","14"
"2562","64","0","0","0","18"
"2564","64","0","0","0","18"
"2566","64","0","0","0","18"
"2568","64","0","0","0","18"
"2570","64","0","0","8","18"
"2572","64","0","0","8","18"
"2574","64","0","0","8","18"
"2576","64","0","0","8","18"
"2578","64","0","0","8","18"
"2580","64","0","0","8","18"
"2582","64","0","0","8","18"
"2584","64","0","0","8","18"
"2586","64","0","0","8","18"
"2588","64","0","0","8","18"
"2590","64","0","0","8","18"
"2592","64","0","0","8","18"
"2594","64","0","0","8","18"
"2596","64","0","0","8","18"
"2598","64","0","0","8","18"
"2600","64","0","0","8","18"
"2602","64","0","0","8","18"
"2604","64","0","0","0","0"
"2606","64","0","0","0","0"
"2608","64","0","0","0","0"
"2610","64","0","0","0","0"
"2612","64","0","0","0","0"
"2614","64","0","0","0","0"
"2616","64","0","0","0","0"
"2618","64","0","0","0","0"
"2620","64","0","0","0","0"
"2622","64","0","0","0","0"
"2624","64","0","0","0","0"
"2626","64","0","0","0","0"
"2628","64","0","0","0","0"
"2630","58","0","0","0","0"
"2632","58","0","0","0","0"
"2634","58","0","0","0","0"
"2636","58","0","0","0","0"
"2638","58","0","0","0","0"
"2640","58","0","0","0","0"
"2642","58","0","0","0","0"
"2644","58","0","0","0","0"
"2646","58","0","0","0","0"
"2648","58","0","0","0","0"
"2650","58","0","0","0","0"
"2652","58","0","0","0","0"
"2654","58","0","0","0","0"
"2656","58","0","0","0","0"
"2658","58","0","0","0","0"
"2660","58","0","0","0","0"
"2662","58","0","0","0","0"
"2664","58","0","0","0","0"
"2666","58","0","0","0","0"
"2668","58","0","0","0","0"
"2670","58","0","0","0","0"
"2672","58","0","0","0","0"
"2674","58","0","0","0","0"
"2676","58","0","0","0","0"
"2678","58","0","0","0","0"
"2680","58","0","0","0","0"
"2682","58","0","0","0","0"
"2684","58","0","0","0","0"
"2686","58","0","0","0","0"
"2688","58","0","0","0","0"
"2690","58","0","0","0","0"
"2692","58","0","0","0","0"
"2694","58","0","0","0","0"
"2696","58","10","0","0","0"
"2698","58","10","0","0","0"
"2700","58","10","0","0","0"
"2702","58","10","0","0","0"
"2704","58","10","0","0","0"
"2706","58","10","0","0","0"
"2708","58","10","0","0","0"
"2710","58","10","0","0","0"
"2712","58","10","0","0","0"
"2714","58","10","0","0","0"
"2716","58","10","0","0","0"
"2718","58","10","0","0","0"
"2720","58","10","0","0","0"
"2722","58","10","0","0","0"
"2724","58","10","0","0","0"
"2726","58","10","0","0","0"
"2728","58","10","0","0","0"
"2730","58","10","0","0","0"
"2732","58","10","0","0","0"
"2734","58","10","0","0","0"
"2736","58","10","0","0","0"
"2738","58","10","0","0","0"
"2740","58","0","0","0","0"
"2742","58","0","0","0","0"
"2744","58","0","0","0","0"
"2746","58","0","0","0","0"
"2748","58","0","0","0","0"
"2750","58","0","0","0","0"
"2752","58","0","0","0","0"
"2754","58","0","0","0","0"
"2756","58","0","0","0","0"
"2758","58","0","0","0","0"
"2760","58","0","0","0","0"
"2762","58","0","0","0","0"
"2764","58","0","0","0","0"
"2766","58","0","0","0","0"
"2768","58","0","0","0","0"
"2770","58","0","0","0","0"
"2772","58","0","0","0","0"
"2774","58","0","0","0","0"
"2776","58","0","0","0","0"
"2778","58","0","0","0","0"
"2780","58","0","0","0","0"
"2782","58","0","0","0","0"
"2784","58","0","0","0","0"
"2786","58","0","0","0","0"
"2788","58","0","0","0","0"
"2790","58","0","0","0","0"
"2792","58","0","0","0","0"
"2794","58","0","0","0","0"
"2796","58","0","0","0","0"
"2798","58","2","0","0","0"
"2800","58","10","0","0","0"
"2802","58","10","0","0","0"
"2804","58","10","0","0","0"
"2806","58","10","0","0","0"
"2808","58","10","0","0","0"
"2810","58","10","0","0","0"
"2812","58","10","0","0","0"
"2814","58","10","0","0","0"
"2816","58","10","0","0","0"
"2818","58","10","0","0","0"
"2820","58","10","0","0","0"
"2822","58","0","0","0","0"
"2824","58","0","0","0","0"
"2826","58","0","0","0","0"
"2828","58","0","0","0","0"
"2830","58","0","0","0","0"
"2832","58","0","0","0","0"
"2834","58","4","0","0","0"
"2836","58","0","0","0","0"
"2838","58","0","0","0","0"
"2840","58","0","0","0","0"
"2842","58","0","0","0","0"
"2844","58","0","0","0","0"
"2846","58","0","0","0","0"
"2848","58","0","0","0","0"
"2850","58","0","0","0","0"
"2852","58","0","0","0","0"
"2854","58","0","0","0","0"
"2856","58","0","0","0","0"
"2858","58","0","0","0","0"
"2860","58","0","0","0","0"
"2862","58","0","0","0","0"
"2864","58","0","0","0","0"
"2866","58","0","0","0","0"
"2868","58","0","0","0","0"
"2870","58","0","0","0","0"
"2872","58","0","0","0","0"
"2874","58","0","0","0","0"
"2876","58","0","0","0","0"
"2878","58","0","0","0","0"
"2880","58","0","0","0","0"
"2882","58","0","0","0","0"
"2884","58","0","0","0","0"
"2886","58","0","0","0","0"
"2888","58","0","0","0","0"
"2890","58","0","0","0","0"
"2892","58","0","0","0","0"
"2894","58","0","0","0","0"
"2896","58","0","0","0","0"
"2898","58","0","0","0","0"
"2900","58","0","0","0","0"
"2902","58","0","0","0","0"
"2904","58","0","0","0","0"
"2906","58","0","0","0","0"
"2908","58","0","0","0","0"
"2910","58","0","0","0","0"
"2912","58","0","0","0","0"
"2914","58","0","0","0","0"
"2916","58","0","0","0","0"
"2918","58","0","0","0","0"
"2920","58","0","0","0","0"
"2922","58","0","0","0","0"
"2924","58","0","0","0","0"
"2926","58","0","0","0","0"
"2928","58","0","0","0","0"
"2930","58","0","0","0","0"
"2932","58","0","0","0","0"
"2934","58","0","0","0","0"
"2936","58","0","0","0","0"
"2938","58","0","0","0","0"
"2940","58","0","0","0","0"
"2942","58","0","0","0","0"
"2944","58","0","0","0","0"
"2946","58","0","0","0","0"
"2948","58","0","0","0","0"
"2950","58","0","0","0","0"
"2952","58","0","0","0","0"
"2954","58","0","0","0","0"
"2956","58","0","0","0","0"
"2958","58","0","0","0","0"
"2960","58","0","0","0","0"
"2962","58","0","0","0","0"
"2964","58","0","0","0","0"
"2966","58","0","0","0","0"
"2968","58","0","0","0","8"
"2970","58","0","0","0","8"
"2972","58","0","0","0","8"
"2974","58","0","0","0","8"
"2976","58","0","0","0","8"
"2978","58","0","0","0","8"
"2980","58","0","0","0","8"
"2982","58","0","0","0","8"
"2984","58","0","0","0","8"
"2986","58","0","0","0","0"
"2988","58","0","0","0","0"
"2990","58","0","0","0","0"
"2992","58","0","0","0","0"
"2994","58","0","0","0","0"
"2996","58","0","0","0","0"
"2998","58","0","0","0","0"
"3000","58","0","0","0","0"
"3002","58","0","0","0","0"
"3004","58","0","0","0","0"
"3006","58","0","0","0","0"
"3008","58","0","0","0","0"
"3010","58","0","0","0","0"
"3012","58","0","0","0","0"
"3014","62","0","0","0","0"
"3016","62","0","0","0","0"
"3018","62","0","0","0","0"
"3020","62","0","0","0","0"
"3022","62","0","0","0","0"
"3024","62","0","0","0","0"
"3026","62","0","0","0","0"
"3028","62","0","0","0","0"
"3030","62","0","0","0","0"
"3032","62","0","0","0","0"
"3034","62","0","0","0","0"
"3036","62","0","0","0","0"
"3038","62","0","0","0","0"
"3040","62","0","0","0","0"
"3042","62","0","0","0","0"
"3044","62","0","0","0","0"
"3046","62","0","0","0","0"
"3048","62","0","0","0","0"
"3050","62","0","0","0","0"
"3052","62","0","0","0","0"
"3054","62","0","0","0","0"
"3056","62","0","0","0","0"
"3058","62","0","0","8","0"
"3060","62","0","0","8","0"
"3062","62","0","0","2","0"
"3064","62","0","0","0","0"
"3066","62","0","0","0","0"
"3068","62","0","0","0","0"
"3070","62","0","0","0","0"
"3072","62","0","0","0","0"
"3074","62","0","0","0","0"
"3076","62","0","0","0","0"
"3078","62","0","0","0","0"
"3080","62","0","0","0","0"
"3082","62","0","0","0","0"
"3084","62","0","0","0","0"
"3086","62","0","0","0","0"
"3088","62","0","0","0","0"
"3090","62","0","0","0","0"
"3092","62","0","0","0","0"
"3094","62","0","0","0","0"
"3096","62","0","0","0","0"
"3098","62","0","0","0","0"
"3100","62","0","0","0","0"
"3102","62","0","0","0","0"
"3104","62","0","0","0","0"
"3106","62","0","0","0","0"
"3108","62","0","0","0","0"
"3110","62","0","0","0","0"
"3112","62","0","0","0","0"
"3114","62","0","0","0","0"
"3116","62","0","0","0","0"
"3118","62","0","0","0","0"
"3120","62","0","0","0","0"
"3122","62","0","0","0","0"
"3124","62","0","0","0","0"
"3126","62","0","0","0","0"
"3128","62","0","0","0","0"
"3130","62","0","0","0","0"
"3132","62","0","0","0","0"
"3134","62","0","0","0","0"
"3136","62","0","0","0","0"
"3138","62","0","0","0","0"
"3140","62","0","0","0","0"
"3142","62","0","0","0","0"
"3144","62","4","0","0","0"
"3146","62","8","0","0","0"
"3148","62","8","0","0","0"
"3150","62","8","0","0","0"
"3152","62","8","0","0","0"
"3154","62","8","0","0","0"
"3156","62","8","0","0","0"
"3158","62","8","0","0","0"
"3160","62","0","0","0","0"
"3162","62","0","0","0","0"
"3164","62","0","0","0","0"
"3166","62","0","0","0","0"
"3168","62","0","0","0","0"
"3170","62","0","0","0","0"
"3172","56","0","0","0","0"
"3174","56","0","0","0","0"
"3176","56","0","0","0","0"
"3178","56","0","0","0","0"
"3180","56","0","0","0","0"
"3182","56","0","0","0","0"
"3184","56","0","0","0","0"
"3186","56","0","0","0","0"
"3188","56","0","0","0","0"
"3190","56","0","0","0","0"
"3192","56","0","0","0","0"
"3194","56","0","0","0","0"
"3196","56","0","0","0","0"
"3198","56","0","0","0","0"
"3200","56","0","0","0","0"
"3202","56","0","0","0","0"
"3204","56","0","0","0","0"
"3206","56","0","0","0","0"
"3208","56","0","0","0","0"
"3210","56","0","0","0","0"
"3212","56","0","0","0","0"
"3214","56","0","0","0","0"
"3216","56","0","0","0","0"
"3218","56","0","0","0","0"
"3220","56","0","0","0","0"
"3222","56","0","0","0","0"
"3224","56","0","0","0","0"
"3226","56","0","0","0","0"
"3228","56","0","0","0","0"
"3230","52","0","0","0","0"
"3232","58","0","0","0","0"
"3234","58","0","0","0","0"
"3236","58","0","0","0","0"
"3238","58","0","0","0","0"
"3240","58","0","0","0","0"
"3242","58","0","0","0","0"
"3244","58","0","0","0","0"
"3246","58","0","0","0","0"
"3248","58","0","0","0","0"
"3250","58","0","0","0","0"
"3252","58","0","0","0","0"
"3254","58","0","0","0","0"
"3256","58","0","0","0","0"
"3258","58","0","0","0","0"
"3260","58","0","8","0","0"
"3262","58","0","18","0","0"
"3264","58","0","0","0","0"
"3266","58","0","0","0","0"
"3268","58","0","0","0","0"
"3270","58","0","0","0","0"
"3272","58","0","0","0","0"
"3274","58","0","0","0","0"
"3276","58","0","0","0","0"
"3278","58","0","0","0","0"
"3280","58","0","0","0","0"
"3282","58","0","0","0","0"
"3284","58","0","0","0","0"
"3286","58","0","0","0","0"
"3288","58","0","0","0","0"
"3290","58","0","0","0","0"
"3292","58","0","0","0","0"
"3294","58","0","0","0","0"
"3296","58","0","0","0","0"
"3298","58","0","0","0","0"
"3300","58","0","0","0","0"
"3302","58","0","0","0","0"
"3304","58","0","0","0","0"
"3306","58","0","0","0","0"
"3308","64","0","0","0","0"
"3310","64","0","0","0","0"
"3312","64","0","0","0","0"
"3314","64","0","0","0","0"
"3316","64","0","0","0","0"
"3318","64","0","0","0","0"
"3320","64","0","0","0","0"
"3322","64","0","0","0","0"
"3324","64","0","0","0","0"
"3326","64","0","0","0","0"
"3328","64","0","0","0","0"
"3330","64","0","0","0","0"
"3332","64","0","0","0","0"
"3334","64","0","0","0","0"
"3336","64","0","0","0","0"
"3338","64","0","0","0","0"
"3340","64","0","0","0","0"
"3342","64","0","0","0","0"
"3344","64","0","0","0","0"
"3346","64","0","0","0","0"
"3348","64","0","0","0","0"
"3350","64","0","0","0","0"
"3352","64","0","0","0","0"
"3354","58","0","0","0","0"
"3356","58","0","0","0","0"
"3358","58","0","0","0","0"
"3360","58","0","0","0","0"
"3362","58","0","0","0","0"
"3364","58","0","0","0","0"
"3366","58","0","0","0","0"
"3368","58","0","0","0","0"
"3370","58","0","0","0","0"
"3372","58","0","0","0","0"
"3374","58","0","0","0","0"
"3376","58","0","0","0","0"
"3378","58","0","0","0","0"
"3380","58","0","0","0","0"
"3382","58","0","0","0","0"
"3384","58","0","0","0","0"
"3386","58","0","0","0","0"
"3388","58","0","0","0","0"
"3390","58","0","0","0","0"
"3392","58","0","0","0","0"
"3394","58","0","0","0","0"
"3396","58","0","0","0","0"
"3398","58","0","0","0","0"
"3400","58","0","0","0","0"
"3402","58","0","0","0","0"
"3404","58","0","0","0","0"
"3406","58","0","0","0","0"
"3408","58","0","0","0","0"
"3410","58","0","0","0","0"
"3412","58","0","0","0","0"
"3414","58","0","0","0","0"
"3416","58","0","0","0","0"
"3418","58","0","10","0","0"
"3420","58","0","14","0","0"
"3422","58","0","32","0","0"
"3424","58","0","0","0","0"
"3426","58","0","0","0","0"
"3428","58","0","0","0","0"
"3430","58","0","0","0","0"
"3432","58","0","0","0","0"
"3434","58","0","0","0","0"
"3436","58","0","0","0","0"
"3438","58","0","0","0","0"
"3440","58","0","0","0","0"
"3442","58","0","0","0","0"
"3444","58","0","0","0","0"
"3446","58","0","0","0","0"
"3448","58","0","0","0","0"
"3450","58","0","0","0","0"
"3452","58","0","0","0","0"
"3454","58","0","0","0","0"
"3456","58","0","0","0","0"
"3458","58","0","0","0","0"
"3460","58","0","0","0","0"
"3462","58","0","0","0","0"
"3464","58","0","0","0","0"
"3466","58","0","0","0","0"
"3468","58","0","0","0","0"
"3470","58","0","0","0","0"
"3472","58","0","0","0","0"
"3474","58","0","0","0","0"
"3476","58","0","0","0","0"
"3478","58","0","0","0","0"
"3480","58","0","0","0","0"
"3482","58","0","0","0","0"
"3484","58","0","0","0","0"
"3486","58","0","0","0","0"
"3488","58","0","0","0","0"
"3490","58","0","0","0","0"
"3492","58","0","0","0","0"
"3494","58","0","0","0","0"
"3496","58","0","0","0","0"
"3498","58","0","0","0","0"
"3500","58","0","0","0","0"
"3502","58","0","0","0","0"
"3504","58","0","0","0","0"
"3506","64","0","0","0","0"
"3508","64","0","0","0","0"
"3510","64","0","0","0","0"
"3512","64","0","0","0","0"
"3514","64","0","0","0","0"
"3516","64","0","0","0","0"
"3518","64","0","0","0","0"
"3520","64","0","0","0","0"
"3522","64","0","0","0","0"
"3524","64","0","0","0","0"
"3526","64","0","0","0","0"
"3528","64","0","0","0","0"
"3530","64","0","0","0","0"
"3532","64","0","0","0","0"
"3534","64","0","0","0","0"
"3536","64","0","0","0","0"
"3538","64","0","0","0","0"
"3540","64","0","0","0","0"
"3542","64","0","0","0","0"
"3544","64","0","0","0","0"
"3546","64","0","0","0","0"
"3548","64","0","0","0","0"
"3550","64","0","0","0","0"
"3552","64","0","0","0","0"
"3554","64","0","0","0","0"
"3556","64","0","0","0","0"
"3558","64","0","0","0","0"
"3560","64","0","0","0","0"
"3562","64","0","0","0","0"
"3564","64","0","0","0","0"
"3566","64","0","0","0","0"
"3568","64","0","0","0","0"
"3570","64","0","0","0","0"
"3572","64","0","0","0","0"
"3574","64","0","0","0","0"
"3576","64","0","0","0","0"
"3578","64","0","0","0","0"
"3580","64","0","0","0","0"
"3582","64","0","0","0","0"
"3584","64","0","0","0","0"
"3586","64","0","0","0","0"
"3588","64","0","0","0","0"
"3590","64","0","0","0","0"
"3592","64","0","0","0","0"
"3594","64","0","0","0","0"
"3596","64","0","0","0","0"
"3598","64","0","0","0","0"
"3600","64","0","0","0","0"
"3602","64","0","0","0","0"
"3604","64","0","0","0","0"
"3606","64","0","0","0","0"
"3608","64","0","0","0","0"
"3610","64","0","0","0","0"
"3612","64","0","0","0","0"
"3614","64","0","0","0","0"
"3616","64","0","0","0","0"
"3618","64","0","0","0","0"
"3620","64","0","0","0","0"
"3622","64","0","0","0","0"
"3624","64","0","0","0","0"
"3626","64","0","0","0","0"
"3628","68","0","0","0","0"
"3630","68","0","0","0","0"
"3632","68","0","0","0","0"
"3634","68","0","0","0","0"
"3636","68","0","0","0","0"
"3638","68","0","0","0","0"
"3640","68","0","0","0","0"
"3642","68","0","0","0","0"
"3644","68","0","0","0","0"
"3646","68","0","0","0","0"
"3648","68","0","0","0","0"
"3650","68","0","0","0","0"
"3652","68","0","0","0","0"
"3654","68","0","0","0","0"
"3656","68","0","0","0","0"
"3658","68","0","0","0","0"
"3660","68","0","0","0","0"
"3662","68","0","0","0","0"
"3664","68","0","0","0","0"
"3666","68","0","0","0","0"
"3668","68","0","0","0","0"
"3670","68","0","0","0","0"
"3672","68","0","0","0","0"
"3674","68","0","0","0","0"
"3676","68","0","0","0","0"
"3678","68","0","0","0","0"
"3680","68","0","0","0","0"
"3682","68","0","0","0","0"
"3684","68","0","0","0","0"
"3686","68","0","0","0","0"
"3688","68","0","0","0","0"
"3690","68","0","0","0","0"
"3692","68","0","0","0","0"
"3694","68","0","0","0","0"
"3696","68","0","0","0","0"
"3698","68","0","0","0","0"
"3700","68","0","0","0","0"
"3702","68","0","0","0","0"
"3704","68","0","0","0","0"
"3706","68","0","0","0","0"
"3708","68","0","0","0","0"
"3710","68","0","0","0","0"
"3712","68","0","0","0","0"
"3714","68","0","0","0","0"
"3716","68","0","0","0","0"
"3718","76","0","0","0","0"
"3720","76","0","0","0","0"
"3722","76","0","0","0","0"
"3724","76","0","0","0","0"
"3726","76","0","0","0","0"
"3728","76","0","0","0","0"
"3730","76","0","0","0","0"
"3732","76","0","0","0","0"
"3734","76","0","0","0","0"
"3736","76","0","0","0","0"
"3738","76","0","0","0","0"
"3740","76","0","0","0","0"
"3742","76","0","0","0","0"
"3744","76","0","0","0","0"
"3746","76","0","0","0","0"
"3748","76","0","0","0","0"
"3750","76","0","0","0","0"
"3752","76","0","0","0","0"
"3754","76","0","0","0","0"
"3756","76","0","0","0","0"
"3758","76","0","0","0","0"
"3760","76","0","0","0","0"
"3762","76","0","0","0","0"
"3764","76","0","0","0","0"
"3766","76","0","0","0","0"
"3768","76","0","0","0","0"
"3770","76","0","0","0","0"
